"Source","Kind","Id","Name","Desc","Category","Secret"
"Goonstation","achievement","Too Cool","Too Cool","Win one of the contests that occur on the forums. There used to be a contest every month, but now they're held basically whenever the admins feel like it. They usually announce these contests, and the window to submit entries usually lasts at least a week or more, so you don't have to worry about missing out if you check on the forums every so often.","Goon","no"
"Goonstation","achievement","Too Fast Too Furious","Too Fast Too Furious","Activate rocket shoes while on a wheelchair, like in that gif. This kills you.","Goon","no"
"Goonstation","achievement","Unlike the director, I went to college","Unlike the director, I went to college","Have your Clown Application approved on the forums or have a clown that has claimed the reward willingly give you a diploma.","Goon","no"
"Goonstation","achievement","Unperson","Unperson","Complete the Head of Personnel objective of being alive but not being on the station or escape level at the end of the round. This means you must be in either the Debris field, Mining level, Trench, or any adventure zone. Z-level","Goon","no"
"Goonstation","achievement","Untapped Potential","Untapped Potential","Complete the Traitor objective of killing all other antagonists","Goon","no"
"Goonstation","achievement","Vacuum Sealed","Vacuum Sealed","Complete the Staff Assistant objective of having a space suit in your inventory or be wearing it. NOTE:Diving suits also count as space suits for this medal.","Goon","no"
"Goonstation","achievement","Vehicular Manslaughter","Vehicular Manslaughter","Drive a Space Pod/ minisub/ car into someone and do enough damage that they enter critical condition, which is when they hit below 0 health and start dying. While ""manslaughter"" means the victim died (accidentally), the victim does not actually have to die for this to be earned.","Goon","no"
"Goonstation","achievement","We didn't start the fire","We didn't start the fire","Complete the Scientist objective and Research Director objective of ensuring that there are no burnt floors in Chemistry. Any tiles that happened to be burned by foolishness can easily be fixed with Crowbar and some floor tiles if you are feeling fancy.","Goon","no"
"Goonstation","achievement","What's this box doing here?","What's this box doing here?","Complete the Staff Assistant objective and Medical Director objective of ensuring Head Surgeon, the Medibot/ cardboard box/Medibot in a cardboard box, escapes on the shuttle. The bot is normally found in Medbay.","Goon","no"
"Goonstation","achievement","Where's the smoking gun?","Where's the smoking gun?","Complete the Detective objective of smoking a cigarette at the end of the round.","Goon","no"
"Goonstation","achievement","Where we're going, we won't need eyes to see","Where we're going, we won't need eyes to see","Complete the Scientist objective and Research Director objective""Create a portal to the void"".","Goon","no"
"Goonstation","achievement","Yield","Yield","That is, yield to death. While dying, use the succumb command; you enter this via the text parser/command bar on the bottom. If you were dying because you used the suicide command earlier, it doesn't count.","Goon","no"
"Goonstation","achievement","You're a mean one...","You're a mean one...","As a Grinch complete your objectives.","Goon","no"
"Goonstation","achievement","You're no Elminster!","You're no Elminster!","As a Wizard complete your objectives.","Goon","no"
"Goonstation","achievement","100M dash","100M dash","Time for beer.","Secret","yes"
"Goonstation","achievement","421","421","None","Secret","yes"
"Goonstation","achievement",":10bux:",":10bux:","Entrusted with the secret.","Secret","yes"
"Goonstation","achievement","A Holly Jolly Spacemas","A Holly Jolly Spacemas","Spent your Spacemas being beaten to death with toolboxes.","Secret","yes"
"Goonstation","achievement","Adjutant Online","Adjutant Online","Good morning, Captain.","Secret","yes"
"Goonstation","achievement","Banned","Banned","Heinous villainy.","Secret","yes"
"Goonstation","achievement","Bear Hug","Bear Hug","None","Secret","yes"
"Goonstation","achievement","Bombini is Missing!","Bombini is Missing!","None","Secret","yes"
"Goonstation","achievement","Button Pusher","Button Pusher","Seriously?","Secret","yes"
"Goonstation","achievement","Captain's Log","Captain's Log","None","Secret","yes"
"Goonstation","achievement","Chevalier du Sorbet","Chevalier du Sorbet","Deliver the Magma King his Just Desserts","Secret","yes"
"Goonstation","achievement","Deep Freeze","Deep Freeze","it is absolutely famished...","Secret","yes"
"Goonstation","achievement","Format Complete","Format Complete","AI, what are your current laws?","Secret","yes"
"Goonstation","achievement","Go away! 'Batin!","Go away! 'Batin!","Frito Pendejo, public defender.","Secret","yes"
"Goonstation","achievement","Goo Gone","Goo Gone","It's Good for the Gander","Secret","yes"
"Goonstation","achievement","Guerrier Du Gelato","Guerrier Du Gelato","Complete Chapter II","Secret","yes"
"Goonstation","achievement","Helios","Helios","Just havin' a good time, chillin' out.","Secret","yes"
"Goonstation","achievement","He's dead, Jim","He's dead, Jim","Bones.","Secret","yes"
"Goonstation","achievement","Icarus","Icarus","Flew too close!","Secret","yes"
"Goonstation","achievement","Identity Theft","Identity Theft","Good thing these are not laminated.","Secret","yes"
"Goonstation","achievement","I just cleaned that!","I just cleaned that!","Slip 'n slide.","Secret","yes"
"Goonstation","achievement","I Spy","I Spy","I spy with my little eye.","Secret","yes"
"Goonstation","achievement","Illuminated","Illuminated","Old-school chemist's club.","Secret","yes"
"Goonstation","achievement","Is it really that time again?","Is it really that time again?","Gordon would approve.","Secret","yes"
"Goonstation","achievement","It'sa me, Mario","It'sa me, Mario","None","Secret","yes"
"Goonstation","achievement","IT'S A TRAP","IT'S A TRAP","BANG, bang!","Secret","yes"
"Goonstation","achievement","It's not easy being green","It's not easy being green","Your muscles hurt.","Secret","yes"
"Goonstation","achievement","Leave no man behind!","Leave no man behind!","The ultimate sacrifice.","Secret","yes"
"Goonstation","achievement","Lock Block","Lock Block","Made friends with a welder.","Secret","yes"
"Goonstation","achievement","Master of Unlocking","Master of Unlocking","Performed the steps required to unlock the Good Ending from the solarium riddle.","Secret","yes"
"Goonstation","achievement","My Bologna Has A First Name","My Bologna Has A First Name","And it's O-NO HELP GET IT OFF GET IT OFF AAA","Secret","yes"
"Goonstation","achievement","Nero","Nero","Watching the world burn.","Secret","yes"
"Goonstation","achievement","Newton's Crew","Newton's Crew","Stare into the sun.","Secret","yes"
"Goonstation","achievement","Oh, Doctor!","Oh, Doctor!","Just the spot.","Secret","yes"
"Goonstation","achievement","Ol' buddy ol' pal","Ol' buddy ol' pal","I really admire how you stack the odds against yourself! Yeah, make things challenging!","Secret","yes"
"Goonstation","achievement","Old Enemy","Old Enemy","Tensions between Nanotrasen and the Syndicate are reaching a boiling point.","Secret","yes"
"Goonstation","achievement","One Armed Bandit","One Armed Bandit","None","Secret","yes"
"Goonstation","achievement","On My Own (Eight) Space Legs","On My Own (Eight) Space Legs","Why do something yourself when someone else will happily do it for you?","Secret","yes"
"Goonstation","achievement","Original Sin","Original Sin","Take a bite","Secret","yes"
"Goonstation","achievement","Remember to Wash Behind the Antennae","Remember to Wash Behind the Antennae","None","Secret","yes"
"Goonstation","achievement","Rookie Thief","Rookie Thief","Bzzt.","Secret","yes"
"Goonstation","achievement","Sheesh!","Sheesh!","None","Secret","yes"
"Goonstation","achievement","Shut Up and Jam","Shut Up and Jam","The year is 2041.","Secret","yes"
"Goonstation","achievement","Spaceship of Theseus","Spaceship of Theseus","Despite all that, you're still in the same boat.","Secret","yes"
"Goonstation","achievement","Space Ham","Space Ham","Porky.","Secret","yes"
"Goonstation","achievement","Spamhaus","Spamhaus","Hi","Secret","yes"
"Goonstation","achievement","Survivor","Survivor","Time for counseling?","Secret","yes"
"Goonstation","achievement","Suspicious Character","Suspicious Character","Just who was that man, with the plan?","Secret","yes"
"Goonstation","achievement","Thank You, Bus Driver!","Thank You, Bus Driver!","It never hurts to be polite!","Secret","yes"
"Goonstation","achievement","That's no moon, that's a GOURMAND!","That's no moon, that's a GOURMAND!","None","Secret","yes"
"Goonstation","achievement","The Force is strong with this one","The Force is strong with this one","*fwissshhhhhh*","Secret","yes"
"Goonstation","achievement","Tinkerer","Tinkerer","None","Secret","yes"
"Goonstation","achievement","Trail of Blood","Trail of Blood","You have successfully solved the rather intriguing case of your family inheritance, enjoy your reward.","Secret","yes"
"Goonstation","achievement","Try jiggling the handle","Try jiggling the handle","None","Secret","yes"
"Goonstation","achievement","Virtual Ascension","Virtual Ascension","None","Secret","yes"
"Goonstation","achievement","Weird Science","Weird Science","That's gross! That's sick! I am not digging up dead girls!","Secret","yes"
"Goonstation","achievement","Wonk","Wonk","Owl always love you","Secret","yes"
"Goonstation","achievement","Wrath of the Father","Wrath of the Father","None","Secret","yes"
